,ALFAA,ALFAA,ALFAA,AMXL,AMXL,AMXL,BIMBOA,BIMBOA,BIMBOA,CEMEXCPO,CEMEXCPO,CEMEXCPO,FEMSAUBD,FEMSAUBD,FEMSAUBD,WALMEX,WALMEX,WALMEX
6826,0.20,19.78,3.93,0.10,16.88,2.00,0.10,39.01,4.77,0.04,7.48,0.70,0.01,183.73,12.43,0.00,55.38,4.59
6827,0.00,16.09,1.62,0.08,16.53,1.75,-0.07,32.86,3.37,-0.02,7.03,0.59,0.01,183.34,12.33,0.00,55.09,4.53
6828,-0.11,14.51,1.94,0.03,15.78,1.36,-0.05,33.67,3.13,-0.02,7.05,0.59,-0.01,180.09,11.76,-0.07,51.47,4.94
6829,-0.06,15.18,1.69,0.00,15.38,1.26,-0.02,34.80,3.03,0.03,7.41,0.67,-0.01,179.72,11.75,0.01,55.54,4.62
6830,0.05,16.91,1.84,0.03,15.80,1.37,0.01,35.58,3.11,0.00,7.14,0.60,-0.03,176.32,11.83,-0.12,49.08,6.20
6831,-0.04,15.60,1.62,0.00,15.28,1.24,0.03,36.53,3.38,-0.05,6.81,0.61,0.00,181.17,11.90,-0.02,54.22,4.47
6832,-0.16,13.71,2.45,-0.06,14.47,1.31,-0.08,32.67,3.45,0.02,7.30,0.63,0.00,181.74,12.00,0.01,55.60,4.63
6833,0.00,16.22,1.64,0.00,15.36,1.26,0.05,37.17,3.65,-0.06,6.72,0.64,0.02,185.66,13.09,0.00,54.91,4.51
6834,0.02,16.43,1.68,-0.02,15.05,1.23,0.02,35.94,3.19,0.07,7.65,0.79,0.05,190.48,15.39,-0.03,53.30,4.51
6835,-0.02,15.86,1.61,-0.03,14.89,1.23,0.03,36.61,3.40,0.01,7.22,0.61,0.01,182.49,12.15,-0.11,49.59,5.88
6836,0.03,16.69,1.76,0.11,17.17,2.22,-0.01,34.90,3.03,0.08,7.77,0.86,-0.01,179.10,11.72,-0.07,51.22,5.05
6837,-0.06,15.21,1.68,0.00,15.34,1.25,-0.05,33.76,3.11,-0.01,7.08,0.59,-0.02,177.33,11.71,-0.06,51.85,4.82
6838,0.05,16.98,1.87,-0.01,15.24,1.24,-0.02,34.51,3.03,0.04,7.42,0.67,-0.03,176.46,11.81,0.00,55.20,4.55
6839,0.01,16.37,1.67,0.01,15.41,1.27,-0.05,33.70,3.12,-0.06,6.77,0.63,-0.01,179.40,11.73,0.00,55.27,4.57
6840,0.13,18.33,2.69,-0.02,15.04,1.23,0.00,35.31,3.07,-0.01,7.08,0.59,0.03,187.48,13.84,0.02,56.13,4.75
6841,0.02,16.44,1.68,-0.03,14.86,1.24,-0.03,34.15,3.06,0.04,7.42,0.67,0.03,187.82,14.00,0.04,57.33,5.19
6842,-0.01,15.97,1.61,-0.02,14.97,1.23,0.02,35.92,3.18,-0.03,6.95,0.59,0.02,185.46,13.02,-0.02,54.18,4.47
6843,0.17,19.15,3.36,0.00,15.27,1.24,0.03,36.35,3.32,0.04,7.48,0.70,-0.01,178.95,11.71,-0.06,51.67,4.88
6844,0.02,16.51,1.70,0.06,16.20,1.55,0.00,35.40,3.08,-0.04,6.91,0.60,-0.04,174.07,12.22,0.07,59.01,6.07
6845,0.01,16.30,1.66,0.01,15.48,1.28,0.03,36.38,3.33,-0.02,7.05,0.59,0.00,181.39,11.93,0.03,56.90,5.01
6846,0.06,17.10,1.92,0.07,16.51,1.73,-0.01,34.86,3.03,0.03,7.37,0.65,0.03,186.59,13.43,-0.03,53.74,4.46
6847,0.00,16.22,1.64,0.00,15.27,1.24,0.05,37.16,3.65,0.04,7.46,0.69,0.00,181.36,11.93,0.01,55.46,4.60
6848,0.04,16.81,1.80,0.01,15.44,1.27,-0.02,34.58,3.03,0.00,7.13,0.60,0.01,182.99,12.25,0.04,57.44,5.24
6849,0.04,16.86,1.81,-0.01,15.21,1.23,-0.03,34.44,3.03,-0.04,6.89,0.60,0.00,181.39,11.93,-0.07,51.39,4.98
6850,0.00,16.15,1.63,0.01,15.41,1.27,-0.01,35.10,3.04,0.05,7.55,0.73,0.01,183.42,12.34,-0.02,54.28,4.47
6851,0.06,17.19,1.96,0.01,15.51,1.28,0.03,36.33,3.31,0.02,7.30,0.63,0.02,184.24,12.59,-0.02,54.22,4.47
6852,-0.06,15.15,1.70,-0.01,15.13,1.23,0.00,35.21,3.05,-0.01,7.07,0.59,0.01,183.20,12.30,-0.10,49.97,5.66
6853,-0.05,15.35,1.65,-0.03,14.94,1.23,0.08,38.25,4.25,-0.06,6.77,0.63,-0.02,177.53,11.69,0.04,57.23,5.14
6854,-0.11,14.50,1.95,0.05,16.05,1.48,-0.02,34.73,3.03,0.07,7.69,0.81,-0.05,173.41,12.39,0.00,54.96,4.51
6855,0.01,16.35,1.66,0.06,16.26,1.59,0.01,35.85,3.16,0.02,7.31,0.63,0.01,182.77,12.21,0.06,58.82,5.95
6856,0.02,16.42,1.68,0.04,15.97,1.44,-0.07,32.89,3.36,0.07,7.65,0.78,0.00,181.61,11.97,-0.04,53.05,4.54
6857,-0.01,15.95,1.61,-0.02,14.96,1.23,0.01,35.62,3.12,-0.03,6.96,0.59,0.01,182.52,12.16,-0.05,52.52,4.63
6858,-0.03,15.66,1.61,0.03,15.81,1.38,-0.07,33.11,3.28,-0.05,6.81,0.61,0.02,185.03,12.87,0.02,56.18,4.77
6859,-0.03,15.61,1.61,0.08,16.61,1.80,0.04,36.77,3.47,0.06,7.57,0.74,0.04,188.35,14.26,-0.01,54.46,4.48
6860,0.03,16.58,1.72,0.04,15.97,1.44,0.02,36.01,3.21,0.06,7.58,0.74,0.01,182.69,12.19,0.06,58.46,5.74
6861,0.13,18.33,2.69,0.00,15.29,1.24,0.02,36.09,3.23,0.11,7.96,1.00,0.01,183.08,12.27,0.02,56.45,4.86
6862,0.03,16.59,1.72,0.02,15.69,1.33,0.04,36.81,3.49,0.01,7.20,0.61,0.03,186.56,13.41,0.00,55.30,4.57
6863,0.00,16.18,1.63,0.03,15.75,1.36,-0.06,33.31,3.23,0.06,7.62,0.77,0.00,181.93,12.04,-0.03,53.58,4.47
6864,-0.04,15.56,1.62,-0.01,15.23,1.24,-0.06,33.14,3.28,0.00,7.17,0.60,-0.01,179.67,11.74,-0.01,54.58,4.48
6865,0.08,17.42,2.09,0.02,15.60,1.31,0.05,37.19,3.66,-0.04,6.87,0.60,0.03,187.75,13.97,0.01,55.81,4.67
6866,-0.24,12.75,3.25,-0.08,14.15,1.44,0.01,35.75,3.15,-0.01,7.06,0.59,0.02,185.55,13.05,-0.08,51.11,5.10
6867,-0.03,15.71,1.61,-0.04,14.68,1.26,-0.05,33.78,3.11,0.01,7.24,0.61,0.02,184.95,12.84,-0.04,53.11,4.53
6868,0.06,17.22,1.98,0.01,15.48,1.28,-0.02,34.61,3.02,-0.08,6.61,0.68,0.00,180.86,11.84,0.00,55.06,4.53
6869,-0.05,15.41,1.64,-0.02,14.96,1.23,0.02,36.17,3.26,-0.05,6.83,0.61,0.02,184.57,12.70,0.05,57.74,5.38
6870,-0.03,15.68,1.61,0.00,15.28,1.24,-0.02,34.73,3.03,0.05,7.51,0.71,0.01,183.37,12.33,0.02,56.13,4.75
6871,-0.08,14.91,1.77,-0.03,14.89,1.23,0.02,36.15,3.25,0.02,7.34,0.64,-0.01,179.49,11.74,0.03,56.70,4.94
6872,0.05,16.95,1.85,0.01,15.44,1.27,0.01,35.62,3.12,0.01,7.20,0.61,-0.01,180.38,11.78,0.04,57.51,5.27
6873,-0.05,15.36,1.65,0.00,15.33,1.25,-0.05,33.52,3.17,-0.07,6.67,0.66,0.00,181.85,12.02,-0.07,51.53,4.93
6874,-0.06,15.29,1.66,-0.07,14.35,1.35,0.00,35.45,3.09,-0.03,6.93,0.59,-0.03,176.53,11.80,-0.10,49.81,5.75
6875,-0.04,15.57,1.62,0.05,16.09,1.50,0.02,35.97,3.20,-0.04,6.88,0.60,0.04,188.98,14.57,0.04,57.26,5.15
6876,0.02,16.51,1.70,-0.01,15.22,1.23,-0.04,34.07,3.07,0.02,7.33,0.64,-0.02,177.45,11.70,0.06,58.35,5.68
6877,-0.04,15.53,1.62,-0.13,13.43,1.87,0.06,37.38,3.75,-0.03,6.97,0.59,-0.05,172.15,12.76,-0.05,52.38,4.67
6878,-0.02,15.81,1.61,0.02,15.58,1.30,-0.04,33.88,3.09,0.03,7.37,0.65,0.01,182.64,12.18,-0.01,54.69,4.48
6879,-0.08,14.92,1.77,0.02,15.71,1.34,-0.02,34.60,3.03,0.01,7.25,0.62,0.05,190.35,15.32,-0.07,51.55,4.92
6880,0.11,18.04,2.48,0.04,15.96,1.44,0.00,35.27,3.06,-0.03,6.95,0.59,-0.02,177.06,11.74,0.11,61.29,7.66
6881,-0.04,15.51,1.63,0.03,15.81,1.38,-0.02,34.56,3.03,0.03,7.36,0.65,0.00,181.96,12.04,-0.05,52.26,4.70
6882,-0.07,15.12,1.71,-0.03,14.84,1.24,0.02,36.06,3.22,-0.02,6.99,0.59,-0.02,178.57,11.69,0.02,56.19,4.77
6883,0.12,18.30,2.67,0.03,15.86,1.39,0.07,37.74,3.95,0.02,7.31,0.63,-0.05,173.34,12.41,0.06,58.34,5.67
6884,-0.05,15.34,1.65,0.04,15.96,1.44,-0.01,34.90,3.03,0.01,7.24,0.61,-0.03,175.51,11.92,0.00,55.05,4.53
6885,0.05,16.97,1.86,-0.01,15.20,1.23,0.04,36.92,3.54,-0.03,6.97,0.59,0.02,186.03,13.22,-0.01,54.40,4.47
6886,-0.05,15.30,1.66,0.02,15.63,1.32,0.00,35.39,3.08,-0.01,7.11,0.59,-0.01,179.55,11.74,-0.02,54.17,4.47
6887,-0.12,14.28,2.07,0.01,15.48,1.28,-0.09,32.19,3.67,-0.03,6.95,0.59,-0.02,177.99,11.69,-0.01,54.81,4.49
6888,0.11,18.07,2.50,0.02,15.67,1.33,0.14,40.71,6.13,0.00,7.19,0.60,0.00,181.29,11.91,-0.01,54.48,4.48
6889,0.00,16.11,1.62,0.05,16.05,1.48,-0.01,35.06,3.04,0.01,7.26,0.62,0.04,189.40,14.78,0.00,54.95,4.51
6890,0.03,16.64,1.74,0.03,15.77,1.36,0.04,36.70,3.44,-0.07,6.65,0.67,-0.03,175.35,11.95,0.04,57.10,5.08
6891,-0.01,15.96,1.61,0.04,15.92,1.42,-0.03,34.44,3.03,0.00,7.13,0.60,0.02,185.73,13.12,0.05,58.12,5.56
6892,-0.05,15.33,1.65,-0.08,14.14,1.44,-0.03,34.48,3.03,-0.01,7.09,0.59,-0.05,172.53,12.64,-0.17,46.30,8.36
6893,0.06,17.19,1.96,0.08,16.54,1.76,0.02,36.23,3.28,0.04,7.45,0.68,-0.02,177.11,11.74,-0.04,52.80,4.58
6894,0.02,16.48,1.69,-0.01,15.10,1.23,-0.04,33.94,3.08,0.01,7.26,0.62,0.03,187.74,13.97,-0.03,53.59,4.47
6895,0.09,17.65,2.22,0.06,16.26,1.59,0.03,36.48,3.36,0.06,7.64,0.78,0.02,185.98,13.20,0.00,55.27,4.57
6896,0.03,16.61,1.73,-0.01,15.19,1.23,-0.01,35.07,3.04,-0.02,7.01,0.59,0.04,188.01,14.10,0.04,57.26,5.16
6897,-0.02,15.87,1.61,-0.01,15.20,1.23,-0.01,35.11,3.04,-0.04,6.87,0.60,0.02,185.71,13.11,0.02,56.37,4.83
6898,0.07,17.32,2.03,0.01,15.43,1.27,0.01,35.61,3.12,-0.03,6.92,0.60,0.03,187.31,13.76,0.00,55.10,4.54
6899,0.10,17.89,2.37,0.07,16.37,1.65,-0.02,34.78,3.03,-0.01,7.08,0.59,0.00,181.17,11.89,0.02,56.10,4.74
6900,-0.02,15.79,1.61,-0.03,14.89,1.23,0.03,36.47,3.36,0.04,7.43,0.67,-0.01,178.89,11.71,0.00,55.01,4.52
6901,-0.05,15.34,1.65,0.02,15.68,1.33,-0.05,33.56,3.15,0.02,7.29,0.63,0.02,185.40,13.00,0.00,54.98,4.52
6902,-0.07,15.03,1.73,-0.01,15.14,1.23,0.05,37.00,3.57,0.03,7.37,0.65,-0.03,176.93,11.76,-0.04,52.93,4.56
6903,0.02,16.52,1.70,0.03,15.82,1.38,-0.02,34.66,3.03,0.06,7.57,0.74,-0.07,169.89,13.66,0.06,58.27,5.63
6904,-0.10,14.60,1.90,-0.03,14.81,1.24,-0.02,34.55,3.03,0.00,7.14,0.60,0.04,188.68,14.43,-0.06,51.95,4.79
6905,-0.02,15.78,1.61,-0.01,15.24,1.24,-0.01,35.00,3.04,-0.02,7.01,0.59,-0.01,179.92,11.76,0.01,55.74,4.65
6906,0.07,17.32,2.03,0.02,15.59,1.30,0.03,36.61,3.41,0.03,7.34,0.64,-0.04,175.08,11.99,-0.02,53.85,4.46
6907,-0.03,15.73,1.61,0.01,15.47,1.27,0.07,37.80,3.98,0.04,7.42,0.67,-0.02,177.09,11.74,0.07,59.25,6.21
6908,0.06,17.21,1.97,-0.02,15.06,1.23,-0.11,31.74,3.92,0.04,7.46,0.69,-0.03,175.85,11.88,0.01,55.71,4.65
6909,-0.08,14.99,1.74,-0.05,14.60,1.28,0.02,36.23,3.28,-0.06,6.77,0.62,-0.03,176.55,11.80,0.04,57.09,5.08
6910,0.01,16.28,1.65,0.06,16.29,1.61,-0.01,34.94,3.03,-0.02,7.04,0.59,-0.01,179.03,11.71,0.09,60.34,6.94
6911,0.05,17.06,1.90,0.03,15.72,1.35,0.00,35.39,3.08,-0.05,6.82,0.61,-0.01,180.03,11.76,0.12,62.38,8.54
6912,-0.13,14.22,2.10,-0.10,13.85,1.59,-0.02,34.77,3.03,-0.06,6.76,0.63,0.05,190.57,15.45,-0.02,53.85,4.46
6913,-0.08,14.86,1.79,-0.02,15.03,1.23,0.02,36.12,3.24,-0.07,6.70,0.65,-0.01,179.35,11.73,0.00,54.96,4.51
6914,0.01,16.32,1.66,-0.02,14.96,1.23,0.01,35.75,3.14,-0.03,6.96,0.59,-0.06,170.96,13.22,0.03,56.80,4.98
6915,-0.08,14.94,1.76,-0.06,14.44,1.32,-0.04,33.82,3.10,-0.03,6.98,0.59,0.02,184.49,12.68,-0.02,53.90,4.46
6916,0.00,16.14,1.63,-0.02,15.07,1.23,0.02,36.16,3.25,0.04,7.45,0.68,0.01,184.20,12.58,-0.05,52.46,4.65
6917,-0.10,14.67,1.87,-0.03,14.94,1.23,-0.01,35.17,3.05,0.00,7.16,0.60,-0.02,178.27,11.69,-0.02,54.07,4.46
6918,0.03,16.59,1.72,0.07,16.40,1.67,0.00,35.39,3.08,0.04,7.44,0.68,0.01,183.48,12.36,-0.10,50.10,5.59
6919,0.07,17.32,2.03,-0.03,14.81,1.24,0.06,37.37,3.75,-0.03,6.98,0.59,0.00,181.20,11.90,0.04,57.49,5.26
6920,0.18,19.27,3.47,0.06,16.35,1.64,0.07,37.90,4.05,0.04,7.45,0.68,0.02,184.98,12.85,-0.05,52.51,4.63
6921,-0.05,15.39,1.64,-0.06,14.44,1.32,-0.10,32.13,3.70,0.00,7.13,0.59,-0.03,176.70,11.78,-0.03,53.24,4.52
6922,0.03,16.59,1.73,-0.04,14.79,1.25,0.02,35.98,3.20,-0.03,6.96,0.59,-0.06,171.19,13.12,0.06,58.64,5.84
6923,-0.02,15.77,1.61,-0.03,14.93,1.23,0.00,35.46,3.09,-0.05,6.83,0.61,-0.01,180.58,11.80,-0.04,53.07,4.54
6924,0.01,16.33,1.66,0.04,15.95,1.43,0.00,35.24,3.06,-0.03,6.96,0.59,-0.03,175.48,11.93,0.01,55.65,4.64
6925,0.03,16.63,1.74,0.04,15.93,1.42,-0.01,35.06,3.04,0.08,7.72,0.83,-0.02,178.73,11.70,0.07,59.24,6.20
6926,-0.07,15.11,1.71,-0.01,15.14,1.23,0.08,38.19,4.22,0.03,7.35,0.65,0.00,181.06,11.88,-0.02,53.92,4.46
6927,0.02,16.56,1.72,-0.03,14.81,1.24,0.01,35.85,3.16,0.02,7.29,0.63,0.00,180.65,11.81,0.02,56.46,4.86
6928,0.09,17.73,2.27,0.04,15.91,1.41,0.02,36.22,3.28,0.09,7.84,0.91,-0.02,178.27,11.69,0.01,55.73,4.65
6929,-0.08,14.99,1.74,0.00,15.31,1.25,-0.03,34.20,3.05,-0.02,7.02,0.59,0.08,195.84,18.96,-0.01,54.53,4.48
6930,-0.04,15.49,1.63,-0.05,14.59,1.28,-0.03,34.32,3.03,0.04,7.45,0.69,-0.06,170.99,13.21,0.03,56.93,5.02
6931,0.04,16.82,1.80,0.02,15.70,1.34,-0.02,34.74,3.03,-0.02,7.02,0.59,0.04,189.33,14.75,-0.03,53.47,4.49
6932,0.01,16.39,1.67,0.01,15.47,1.28,-0.06,33.42,3.19,0.01,7.25,0.62,-0.03,176.15,11.85,-0.01,54.64,4.48
6933,-0.09,14.82,1.80,-0.05,14.54,1.30,-0.05,33.52,3.17,-0.07,6.70,0.65,-0.02,178.59,11.69,-0.02,53.83,4.46
6934,-0.09,14.78,1.82,-0.10,13.82,1.61,-0.02,34.54,3.03,-0.01,7.05,0.59,0.02,184.37,12.64,-0.04,52.86,4.57
6935,0.04,16.80,1.79,0.02,15.58,1.30,0.02,36.08,3.23,-0.03,6.94,0.59,0.01,183.17,12.29,0.06,58.45,5.74
6936,0.06,17.15,1.94,0.00,15.29,1.24,-0.03,34.17,3.06,0.07,7.65,0.79,0.01,183.92,12.49,-0.07,51.30,5.02
6937,0.02,16.49,1.70,0.05,16.13,1.52,0.02,36.22,3.27,-0.04,6.87,0.60,0.04,189.11,14.64,0.01,55.80,4.67
6938,0.03,16.58,1.72,0.04,15.99,1.45,-0.02,34.72,3.03,-0.01,7.09,0.59,-0.04,174.84,12.03,0.02,56.29,4.80
6939,-0.09,14.84,1.80,-0.04,14.75,1.25,-0.10,31.96,3.79,0.01,7.26,0.62,-0.01,179.26,11.72,0.01,55.87,4.68
6940,-0.02,15.79,1.61,-0.01,15.19,1.23,0.01,35.68,3.13,-0.05,6.82,0.61,0.02,185.90,13.18,-0.01,54.35,4.47
6941,0.00,16.12,1.63,-0.06,14.40,1.34,-0.04,33.93,3.09,0.01,7.23,0.61,0.02,184.79,12.78,0.01,55.84,4.67
6942,-0.04,15.46,1.63,-0.07,14.31,1.37,0.01,35.84,3.16,-0.02,7.03,0.59,0.00,180.62,11.80,0.07,58.84,5.97
6943,0.07,17.37,2.05,-0.02,15.00,1.23,0.01,35.63,3.12,0.02,7.32,0.64,0.00,180.81,11.83,-0.03,53.43,4.49
6944,0.08,17.50,2.13,0.00,15.35,1.25,-0.02,34.53,3.03,0.00,7.17,0.60,-0.02,177.76,11.69,0.08,59.59,6.42
6945,0.01,16.25,1.65,0.06,16.24,1.57,-0.03,34.40,3.03,-0.04,6.87,0.60,0.02,185.63,13.08,-0.01,54.78,4.49
6946,-0.09,14.78,1.82,-0.05,14.64,1.27,0.01,35.65,3.13,-0.04,6.87,0.60,-0.02,177.33,11.71,0.02,56.11,4.75
6947,-0.09,14.72,1.85,-0.05,14.51,1.30,-0.01,34.90,3.03,0.00,7.18,0.60,0.01,182.52,12.16,-0.07,51.45,4.95
6948,0.04,16.75,1.78,0.05,16.04,1.48,0.02,35.98,3.20,0.08,7.72,0.83,-0.02,177.82,11.69,0.01,55.57,4.62
6949,-0.01,16.07,1.62,0.04,16.01,1.46,-0.02,34.78,3.03,0.05,7.51,0.71,-0.01,178.94,11.71,-0.11,49.62,5.85
6950,0.09,17.72,2.26,0.00,15.36,1.26,0.10,39.25,4.95,0.00,7.16,0.60,-0.02,178.62,11.70,-0.02,53.98,4.46
6951,-0.12,14.34,2.04,0.06,16.32,1.62,-0.17,29.81,5.32,-0.02,7.00,0.59,0.02,184.25,12.60,-0.04,52.70,4.60
6952,-0.08,14.99,1.74,-0.04,14.77,1.25,-0.06,33.45,3.19,0.02,7.29,0.63,-0.02,177.62,11.68,-0.03,53.69,4.47
6953,0.01,16.29,1.65,-0.05,14.65,1.27,0.06,37.41,3.77,0.01,7.20,0.61,0.01,183.26,12.31,-0.02,53.81,4.46
6954,-0.01,15.93,1.61,0.04,15.97,1.44,0.01,35.60,3.12,0.01,7.23,0.61,0.04,188.04,14.11,0.00,55.32,4.58
6955,0.00,16.21,1.64,-0.03,14.93,1.23,0.04,36.95,3.55,0.02,7.33,0.64,0.00,181.57,11.96,-0.01,54.76,4.49
6956,0.06,17.11,1.93,0.03,15.81,1.38,0.05,37.25,3.69,0.03,7.41,0.67,-0.01,180.34,11.77,0.07,59.13,6.14
6957,-0.07,15.09,1.71,0.01,15.47,1.28,0.07,37.82,4.00,0.06,7.58,0.74,-0.02,178.32,11.69,0.08,59.78,6.55
6958,0.00,16.22,1.64,-0.04,14.71,1.26,0.02,35.99,3.20,0.03,7.34,0.64,-0.01,179.10,11.72,0.07,58.99,6.05
6959,-0.09,14.78,1.82,-0.05,14.59,1.28,0.02,36.17,3.26,0.01,7.23,0.61,-0.03,175.90,11.87,0.01,55.45,4.60
6960,-0.02,15.90,1.61,-0.07,14.33,1.36,0.02,36.06,3.22,0.04,7.46,0.69,0.02,185.53,13.04,0.00,55.17,4.55
6961,0.05,17.04,1.89,0.04,15.99,1.45,0.03,36.30,3.30,0.00,7.14,0.60,0.00,181.13,11.89,0.08,59.97,6.69
6962,0.08,17.46,2.11,0.01,15.53,1.29,0.04,36.91,3.53,0.05,7.52,0.72,-0.03,175.47,11.93,0.03,56.60,4.91
6963,0.04,16.77,1.78,-0.03,14.86,1.24,-0.01,35.08,3.04,0.02,7.32,0.64,-0.03,176.41,11.82,-0.01,54.52,4.48
6964,0.00,16.20,1.64,0.04,16.02,1.46,0.04,36.90,3.53,0.00,7.19,0.61,-0.01,178.94,11.71,0.07,58.87,5.98
6965,-0.15,13.88,2.32,-0.03,14.95,1.23,-0.05,33.61,3.14,-0.11,6.42,0.78,0.00,182.17,12.09,0.02,56.16,4.76
6966,0.00,16.24,1.64,0.01,15.48,1.28,0.03,36.43,3.35,-0.01,7.12,0.59,0.01,183.84,12.47,-0.09,50.33,5.46
6967,-0.06,15.29,1.66,-0.05,14.54,1.29,0.01,35.63,3.12,0.05,7.49,0.70,-0.04,174.02,12.23,0.00,55.17,4.55
6968,0.15,18.70,2.98,0.08,16.65,1.83,0.01,35.70,3.14,0.02,7.32,0.64,0.00,182.15,12.08,0.04,57.64,5.33
6969,0.10,17.87,2.36,0.02,15.61,1.31,0.04,36.73,3.45,0.02,7.28,0.63,0.04,188.82,14.49,0.10,61.08,7.50
6970,-0.01,15.96,1.61,-0.03,14.82,1.24,0.03,36.59,3.40,-0.01,7.10,0.59,-0.06,170.50,13.41,-0.04,52.98,4.55
6971,-0.01,16.07,1.62,0.03,15.88,1.40,0.01,35.74,3.14,0.06,7.59,0.75,0.01,182.61,12.18,-0.06,51.91,4.80
6972,0.02,16.45,1.68,-0.03,14.85,1.24,0.04,36.90,3.53,0.03,7.41,0.67,0.01,183.50,12.36,0.06,58.43,5.72
6973,-0.06,15.28,1.66,-0.10,13.87,1.58,-0.03,34.19,3.05,0.01,7.21,0.61,-0.03,175.48,11.93,0.10,61.09,7.50
6974,0.02,16.53,1.71,0.02,15.69,1.33,-0.03,34.32,3.03,-0.01,7.12,0.59,0.00,181.96,12.04,0.02,56.20,4.78
6975,0.05,16.97,1.86,0.03,15.80,1.37,0.04,36.74,3.46,-0.04,6.88,0.60,-0.02,178.18,11.69,0.08,59.69,6.49
6976,-0.04,15.54,1.62,0.01,15.55,1.29,-0.03,34.33,3.03,0.00,7.18,0.60,0.01,183.13,12.28,0.05,57.95,5.48
6977,0.03,16.62,1.73,0.04,16.01,1.46,0.02,36.12,3.24,0.01,7.20,0.60,0.01,183.60,12.39,-0.04,53.06,4.54
6978,-0.09,14.80,1.81,-0.02,14.97,1.23,-0.06,33.44,3.19,0.02,7.29,0.63,0.02,185.82,13.15,-0.05,52.17,4.73
6979,-0.03,15.70,1.61,-0.03,14.86,1.24,0.01,35.67,3.13,-0.03,6.94,0.59,0.00,181.15,11.89,-0.05,52.27,4.70
6980,-0.06,15.23,1.67,-0.10,13.91,1.56,0.03,36.34,3.32,-0.06,6.76,0.63,-0.05,173.22,12.45,0.02,56.10,4.74
6981,0.14,18.58,2.89,0.09,16.83,1.96,0.00,35.23,3.06,-0.06,6.76,0.63,0.08,197.28,20.08,0.07,58.99,6.05
6982,-0.03,15.72,1.61,-0.04,14.76,1.25,0.03,36.46,3.35,-0.08,6.62,0.68,0.05,189.93,15.07,-0.01,54.66,4.48
6983,0.09,17.61,2.20,-0.06,14.37,1.35,0.05,37.00,3.57,-0.01,7.08,0.59,-0.01,179.82,11.75,0.01,55.46,4.60
6984,0.00,16.17,1.63,0.08,16.59,1.79,-0.02,34.68,3.03,-0.01,7.08,0.59,0.02,185.88,13.17,0.02,56.01,4.72
6985,-0.04,15.45,1.64,-0.03,14.87,1.24,0.00,35.31,3.07,-0.05,6.83,0.61,0.00,180.92,11.85,0.01,55.69,4.64
6986,0.11,18.01,2.46,0.09,16.85,1.97,-0.02,34.77,3.03,0.02,7.30,0.63,0.07,193.92,17.59,0.06,58.80,5.94
6987,0.06,17.13,1.94,0.05,16.07,1.49,-0.03,34.34,3.03,-0.02,7.03,0.59,0.03,187.76,13.97,-0.06,51.94,4.80
6988,0.05,17.01,1.88,-0.04,14.75,1.25,-0.03,34.17,3.05,0.02,7.29,0.63,0.00,180.86,11.84,-0.01,54.61,4.48
6989,-0.04,15.50,1.63,0.01,15.44,1.27,0.01,35.82,3.16,-0.06,6.71,0.64,0.01,183.64,12.40,0.06,58.78,5.93
6990,-0.02,15.87,1.61,-0.02,15.04,1.23,-0.02,34.59,3.02,-0.01,7.12,0.59,-0.01,179.06,11.71,-0.02,54.00,4.46
6991,-0.05,15.44,1.64,-0.03,14.95,1.23,0.00,35.49,3.10,-0.02,7.03,0.59,-0.05,172.82,12.55,0.00,55.11,4.54
6992,-0.06,15.28,1.66,-0.03,14.82,1.24,0.02,36.23,3.28,0.00,7.16,0.60,-0.06,170.97,13.21,0.05,57.73,5.37
6993,0.01,16.26,1.65,0.02,15.62,1.31,-0.04,34.11,3.06,-0.01,7.08,0.59,-0.01,180.29,11.77,0.04,57.34,5.19
6994,-0.02,15.78,1.61,-0.02,15.03,1.23,-0.03,34.47,3.03,-0.01,7.07,0.59,-0.03,175.92,11.87,0.02,56.29,4.80
6995,0.06,17.17,1.95,0.07,16.48,1.72,-0.02,34.62,3.03,0.02,7.31,0.63,0.03,187.15,13.69,-0.07,51.38,4.98
6996,0.09,17.71,2.25,0.03,15.85,1.39,0.06,37.53,3.83,0.04,7.43,0.67,-0.01,179.56,11.74,0.01,55.49,4.61
6997,0.04,16.90,1.83,-0.02,15.03,1.23,-0.02,34.75,3.03,0.02,7.32,0.64,0.00,181.22,11.90,0.05,58.11,5.55
6998,-0.04,15.57,1.62,-0.08,14.22,1.41,0.05,37.11,3.63,0.02,7.33,0.64,-0.01,180.39,11.78,-0.04,53.13,4.53
6999,-0.05,15.42,1.64,0.01,15.55,1.29,0.00,35.44,3.09,0.07,7.64,0.78,-0.03,176.21,11.84,0.01,55.62,4.63
7000,0.02,16.53,1.71,0.04,15.92,1.42,0.00,35.22,3.05,-0.04,6.86,0.60,0.00,180.84,11.84,-0.01,54.83,4.50
7001,0.02,16.55,1.71,0.02,15.65,1.32,-0.09,32.40,3.57,-0.07,6.66,0.66,0.04,188.77,14.47,-0.02,54.06,4.46
7002,0.12,18.26,2.63,0.01,15.56,1.29,0.11,39.65,5.26,-0.01,7.06,0.59,0.01,183.71,12.43,0.02,56.18,4.77
7003,-0.04,15.49,1.63,0.02,15.67,1.33,-0.01,35.15,3.04,-0.05,6.83,0.61,-0.03,177.00,11.75,0.03,56.86,5.00
